bank_id,destination,section,exact_i_can,question_family_id,variation,task_architecture,representation,response_type,mastery_goal,summative_version,secure
U2-S23-EXTRAPRACTICE-18,Extra Practice,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,F4-3-Q3E,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-19,Extra Practice,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F4-R1-Q3E,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-20,Extra Practice,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F4-R2-Q3E,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-21,Extra Practice,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,F4-R3-Q3E,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-EXTRAPRACTICE-22,Extra Practice,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F4-M1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-EXTRAPRACTICE-23,Extra Practice,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F4-M2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-EXTRAPRACTICE-24,Extra Practice,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,F4-M3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-CYU-01,CYU,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,CYU-1,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-CYU-02,CYU,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,CYU-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-CYU-03,CYU,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,CYU-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-CYU-04,CYU,2.3,I can apply slope-intercept structure to connect rate and starting value.,equation_from_context,CYU-4,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context -> Equation,constructed response,,,False
U2-S23-CYU-05,CYU,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,CYU-5,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-CYU-06,CYU,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,CYU-6,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-WARMUP1-01,Warm-Up 1,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",diamond_expression_structure,WU1-Diamond,FACTORPAIR-SUM-PRODUCT-PUZZLE-01,Diagram + Equation,constructed response,,,False
U2-S23-WARMUP1-02,Warm-Up 1,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,WU1-R1,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-WARMUP1-03,Warm-Up 1,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,WU1-R2,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-WARMUP1-04,Warm-Up 1,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,WU1-R3,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-WARMUP2-01,Warm-Up 2,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,WU2-I1,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-WARMUP2-02,Warm-Up 2,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,WU2-I2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-WARMUP2-03,Warm-Up 2,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,WU2-R,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-WARMUP2-04,Warm-Up 2,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,WU2-M,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-WARMUP3-01,Warm-Up 3,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_graph,WU3-I,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph -> Equation,constructed response,,,False
U2-S23-WARMUP3-02,Warm-Up 3,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_retrieval,WU3-R,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-WARMUP3-03,Warm-Up 3,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,WU3-M1,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-WARMUP3-04,Warm-Up 3,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_retrieval,WU3-M2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-EXITTICKETA-01,Exit Ticket A,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_points,ETA-1,PROC-MULTISTEP-CHAIN-01,Equation / Ordered Pairs,constructed response,,,False
U2-S23-EXITTICKETA-02,Exit Ticket A,2.3,"I can formulate linear equations from graphs, tables, and situations.",equation_from_table,ETA-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,,,False
U2-S23-EXITTICKETA-03,Exit Ticket A,2.3,I can apply slope-intercept structure to connect rate and starting value.,interpret_m_b,ETA-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S23-EXITTICKETA-04,Exit Ticket A,2.3,I can design equivalent equations that represent the same linear relationship.,equivalent_reverse,ETA-4,COMPARE-COMPETING-METHODS-01,Equation,constructed response,,,False
U2-S23-EXITTICKETB-01,Exit Ticket B,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_evidence,ETB-1,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-EXITTICKETB-02,Exit Ticket B,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_evidence,ETB-2,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-EXITTICKETB-03,Exit Ticket B,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_evidence,ETB-3,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-EXITTICKETB-04,Exit Ticket B,2.3,"I can build equivalent expressions by using structure, grouping, and properties of operations.",review_evidence,ETB-4,PROC-DIRECT-EXECUTE-01,Equation,constructed response,,,False
U2-S23-EXITTICKETC-01,Exit Ticket C,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_evidence,ETC-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-EXITTICKETC-02,Exit Ticket C,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_evidence,ETC-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-EXITTICKETC-03,Exit Ticket C,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_evidence,ETC-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S23-EXITTICKETC-04,Exit Ticket C,2.3,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_evidence,ETC-4,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Equation,constructed response,U2-MG03,,False
U2-S24-WTC-01,WTC,2.4,I can use slope and intercept information to interpret similarities and differences.,wtc_compare_plans,shared-two-plan-graph,WTC-FRQ-PREVIEW-01,Graph + Context,constructed response,,,False
U2-S24-NOTESEXAMPLE-01,Notes Example,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,Notes Example-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-NOTESYTI-01,Notes YTI,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,Notes YTI-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-NOTESEXAMPLE-02,Notes Example,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,Notes Example-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S24-NOTESYTI-02,Notes YTI,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,Notes YTI-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S24-NOTESEXAMPLE-03,Notes Example,2.4,I can construct comparison models for linear relationships shown in different forms.,table_vs_table,Notes Example-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Table,constructed response,,,False
U2-S24-NOTESYTI-03,Notes YTI,2.4,I can construct comparison models for linear relationships shown in different forms.,table_vs_table,Notes YTI-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Table,constructed response,,,False
U2-S24-NOTESEXAMPLE-04,Notes Example,2.4,I can use slope and intercept information to interpret similarities and differences.,context_compare,Notes Example-4,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed response,,,False
U2-S24-NOTESYTI-04,Notes YTI,2.4,I can use slope and intercept information to interpret similarities and differences.,context_compare,Notes YTI-4,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed response,,,False
U2-S24-NOTESEXAMPLE-05,Notes Example,2.4,I can critique conclusions about linear relationships using evidence from representations.,claim_critique,Notes Example-5,ERROR-CRITIQUE-CLAIM-01,Graph / Context,constructed response,,,False
U2-S24-NOTESYTI-05,Notes YTI,2.4,I can critique conclusions about linear relationships using evidence from representations.,claim_critique,Notes YTI-5,ERROR-CRITIQUE-CLAIM-01,Graph / Context,constructed response,,,False
U2-S24-NOTESEXAMPLE-06,Notes Example,2.4,I can use slope and intercept information to interpret similarities and differences.,crossover_compare,Notes Example-6,MODEL-COMPARE-TWO-LINEAR-01,Equation + Comparison,constructed response,,,False
U2-S24-NOTESYTI-06,Notes YTI,2.4,I can use slope and intercept information to interpret similarities and differences.,crossover_compare,Notes YTI-6,MODEL-COMPARE-TWO-LINEAR-01,Equation + Comparison,constructed response,,,False
U2-S24-PRACTICESET1-01,Practice Set 1,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F1-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-PRACTICESET1-02,Practice Set 1,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F1-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-PRACTICESET1-03,Practice Set 1,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F1-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-PRACTICESET1-04,Practice Set 1,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,F1-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S24-PRACTICESET1-05,Practice Set 1,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,F1-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S24-PRACTICESET1-06,Practice Set 1,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,F1-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S24-PRACTICESET1-07,Practice Set 1,2.4,I can construct comparison models for linear relationships shown in different forms.,table_vs_table,F1-1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Table,constructed response,,,False
U2-S24-PRACTICESET1-08,Practice Set 1,2.4,I can construct comparison models for linear relationships shown in different forms.,table_vs_table,F1-2,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Table,constructed response,,,False
U2-S24-PRACTICESET1-09,Practice Set 1,2.4,I can construct comparison models for linear relationships shown in different forms.,table_vs_table,F1-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Table,constructed response,,,False
U2-S24-PRACTICESET1-10,Practice Set 1,2.4,I can use slope and intercept information to interpret similarities and differences.,context_compare,F1-1,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed response,,,False
U2-S24-PRACTICESET1-11,Practice Set 1,2.4,I can use slope and intercept information to interpret similarities and differences.,context_compare,F1-2,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed response,,,False
U2-S24-PRACTICESET1-12,Practice Set 1,2.4,I can use slope and intercept information to interpret similarities and differences.,context_compare,F1-3,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed response,,,False
U2-S24-PRACTICESET1-13,Practice Set 1,2.4,I can critique conclusions about linear relationships using evidence from representations.,claim_critique,F1-1,ERROR-CRITIQUE-CLAIM-01,Graph / Context,constructed response,,,False
U2-S24-PRACTICESET1-14,Practice Set 1,2.4,I can critique conclusions about linear relationships using evidence from representations.,claim_critique,F1-2,ERROR-CRITIQUE-CLAIM-01,Graph / Context,constructed response,,,False
U2-S24-PRACTICESET1-15,Practice Set 1,2.4,I can critique conclusions about linear relationships using evidence from representations.,claim_critique,F1-3,ERROR-CRITIQUE-CLAIM-01,Graph / Context,constructed response,,,False
U2-S24-PRACTICESET1-16,Practice Set 1,2.4,I can use slope and intercept information to interpret similarities and differences.,crossover_compare,F1-1,MODEL-COMPARE-TWO-LINEAR-01,Equation + Comparison,constructed response,,,False
U2-S24-PRACTICESET1-17,Practice Set 1,2.4,I can use slope and intercept information to interpret similarities and differences.,crossover_compare,F1-2,MODEL-COMPARE-TWO-LINEAR-01,Equation + Comparison,constructed response,,,False
U2-S24-PRACTICESET1-18,Practice Set 1,2.4,I can use slope and intercept information to interpret similarities and differences.,crossover_compare,F1-3,MODEL-COMPARE-TWO-LINEAR-01,Equation + Comparison,constructed response,,,False
U2-S24-PRACTICESET1-19,Practice Set 1,2.4,"I can critique a proposed function family choice using evidence from rate of change, shape, or equation structure.",review_retrieval,F1-R1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S24-PRACTICESET1-20,Practice Set 1,2.4,"I can critique a proposed function family choice using evidence from rate of change, shape, or equation structure.",review_retrieval,F1-R2,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S24-PRACTICESET1-21,Practice Set 1,2.4,"I can critique a proposed function family choice using evidence from rate of change, shape, or equation structure.",review_retrieval,F1-R3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S24-PRACTICESET1-22,Practice Set 1,2.4,"Compare relationships across equations, graphs, tables, visual patterns, and contexts and justify conclusions with representation evidence.",mastery_retrieval,F1-M1,MODEL-COMPARE-TWO-LINEAR-01,Equation + Equation,constructed response,U2-MG04,,False
U2-S24-PRACTICESET1-23,Practice Set 1,2.4,"Compare relationships across equations, graphs, tables, visual patterns, and contexts and justify conclusions with representation evidence.",mastery_retrieval,F1-M2,MODEL-COMPARE-TWO-LINEAR-01,Equation + Equation,constructed response,U2-MG04,,False
U2-S24-PRACTICESET1-24,Practice Set 1,2.4,"Compare relationships across equations, graphs, tables, visual patterns, and contexts and justify conclusions with representation evidence.",mastery_retrieval,F1-M3,MODEL-COMPARE-TWO-LINEAR-01,Equation + Equation,constructed response,U2-MG04,,False
U2-S24-PRACTICESET2-01,Practice Set 2,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F2-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-PRACTICESET2-02,Practice Set 2,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F2-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-PRACTICESET2-03,Practice Set 2,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F2-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-PRACTICESET2-04,Practice Set 2,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,F2-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S24-PRACTICESET2-05,Practice Set 2,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,F2-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S24-PRACTICESET2-06,Practice Set 2,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,F2-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S24-PRACTICESET2-07,Practice Set 2,2.4,I can construct comparison models for linear relationships shown in different forms.,table_vs_table,F2-1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Table,constructed response,,,False
U2-S24-PRACTICESET2-08,Practice Set 2,2.4,I can construct comparison models for linear relationships shown in different forms.,table_vs_table,F2-2,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Table,constructed response,,,False
U2-S24-PRACTICESET2-09,Practice Set 2,2.4,I can construct comparison models for linear relationships shown in different forms.,table_vs_table,F2-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Table,constructed response,,,False
U2-S24-PRACTICESET2-10,Practice Set 2,2.4,I can use slope and intercept information to interpret similarities and differences.,context_compare,F2-1,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed response,,,False
U2-S24-PRACTICESET2-11,Practice Set 2,2.4,I can use slope and intercept information to interpret similarities and differences.,context_compare,F2-2,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed response,,,False
U2-S24-PRACTICESET2-12,Practice Set 2,2.4,I can use slope and intercept information to interpret similarities and differences.,context_compare,F2-3,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed response,,,False
U2-S24-PRACTICESET2-13,Practice Set 2,2.4,I can critique conclusions about linear relationships using evidence from representations.,claim_critique,F2-1,ERROR-CRITIQUE-CLAIM-01,Graph / Context,constructed response,,,False
U2-S24-PRACTICESET2-14,Practice Set 2,2.4,I can critique conclusions about linear relationships using evidence from representations.,claim_critique,F2-2,ERROR-CRITIQUE-CLAIM-01,Graph / Context,constructed response,,,False
U2-S24-PRACTICESET2-15,Practice Set 2,2.4,I can critique conclusions about linear relationships using evidence from representations.,claim_critique,F2-3,ERROR-CRITIQUE-CLAIM-01,Graph / Context,constructed response,,,False
U2-S24-PRACTICESET2-16,Practice Set 2,2.4,I can use slope and intercept information to interpret similarities and differences.,crossover_compare,F2-1,MODEL-COMPARE-TWO-LINEAR-01,Equation + Comparison,constructed response,,,False
U2-S24-PRACTICESET2-17,Practice Set 2,2.4,I can use slope and intercept information to interpret similarities and differences.,crossover_compare,F2-2,MODEL-COMPARE-TWO-LINEAR-01,Equation + Comparison,constructed response,,,False
U2-S24-PRACTICESET2-18,Practice Set 2,2.4,I can use slope and intercept information to interpret similarities and differences.,crossover_compare,F2-3,MODEL-COMPARE-TWO-LINEAR-01,Equation + Comparison,constructed response,,,False
U2-S24-PRACTICESET2-19,Practice Set 2,2.4,"I can critique a proposed function family choice using evidence from rate of change, shape, or equation structure.",review_retrieval,F2-R1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S24-PRACTICESET2-20,Practice Set 2,2.4,"I can critique a proposed function family choice using evidence from rate of change, shape, or equation structure.",review_retrieval,F2-R2,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S24-PRACTICESET2-21,Practice Set 2,2.4,"I can critique a proposed function family choice using evidence from rate of change, shape, or equation structure.",review_retrieval,F2-R3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S24-PRACTICESET2-22,Practice Set 2,2.4,"Compare relationships across equations, graphs, tables, visual patterns, and contexts and justify conclusions with representation evidence.",mastery_retrieval,F2-M1,MODEL-COMPARE-TWO-LINEAR-01,Equation + Equation,constructed response,U2-MG04,,False
U2-S24-PRACTICESET2-23,Practice Set 2,2.4,"Compare relationships across equations, graphs, tables, visual patterns, and contexts and justify conclusions with representation evidence.",mastery_retrieval,F2-M2,MODEL-COMPARE-TWO-LINEAR-01,Equation + Equation,constructed response,U2-MG04,,False
U2-S24-PRACTICESET2-24,Practice Set 2,2.4,"Compare relationships across equations, graphs, tables, visual patterns, and contexts and justify conclusions with representation evidence.",mastery_retrieval,F2-M3,MODEL-COMPARE-TWO-LINEAR-01,Equation + Equation,constructed response,U2-MG04,,False
U2-S24-PRACTICESET3-01,Practice Set 3,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F3-1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-PRACTICESET3-02,Practice Set 3,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F3-2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-PRACTICESET3-03,Practice Set 3,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F3-3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-PRACTICESET3-04,Practice Set 3,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,F3-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S24-PRACTICESET3-05,Practice Set 3,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,F3-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S24-PRACTICESET3-06,Practice Set 3,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,F3-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S24-PRACTICESET3-07,Practice Set 3,2.4,I can construct comparison models for linear relationships shown in different forms.,table_vs_table,F3-1-Q3E,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Table,constructed response,,,False
U2-S24-PRACTICESET3-08,Practice Set 3,2.4,I can construct comparison models for linear relationships shown in different forms.,table_vs_table,F3-2-Q3E,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Table,constructed response,,,False
U2-S24-PRACTICESET3-09,Practice Set 3,2.4,I can construct comparison models for linear relationships shown in different forms.,table_vs_table,F3-3-Q3E,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Table,constructed response,,,False
U2-S24-PRACTICESET3-10,Practice Set 3,2.4,I can use slope and intercept information to interpret similarities and differences.,context_compare,F3-1-Q3E,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed response,,,False
U2-S24-PRACTICESET3-11,Practice Set 3,2.4,I can use slope and intercept information to interpret similarities and differences.,context_compare,F3-2-Q3E,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed response,,,False
U2-S24-PRACTICESET3-12,Practice Set 3,2.4,I can use slope and intercept information to interpret similarities and differences.,context_compare,F3-3-Q3E,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed response,,,False
U2-S24-PRACTICESET3-13,Practice Set 3,2.4,I can critique conclusions about linear relationships using evidence from representations.,claim_critique,F3-1-Q3E,ERROR-CRITIQUE-CLAIM-01,Graph / Context,constructed response,,,False
U2-S24-PRACTICESET3-14,Practice Set 3,2.4,I can critique conclusions about linear relationships using evidence from representations.,claim_critique,F3-2-Q3E,ERROR-CRITIQUE-CLAIM-01,Graph / Context,constructed response,,,False
U2-S24-PRACTICESET3-15,Practice Set 3,2.4,I can critique conclusions about linear relationships using evidence from representations.,claim_critique,F3-3-Q3E,ERROR-CRITIQUE-CLAIM-01,Graph / Context,constructed response,,,False
U2-S24-PRACTICESET3-16,Practice Set 3,2.4,I can use slope and intercept information to interpret similarities and differences.,crossover_compare,F3-1-Q3E,MODEL-COMPARE-TWO-LINEAR-01,Equation + Comparison,constructed response,,,False
U2-S24-PRACTICESET3-17,Practice Set 3,2.4,I can use slope and intercept information to interpret similarities and differences.,crossover_compare,F3-2-Q3E,MODEL-COMPARE-TWO-LINEAR-01,Equation + Comparison,constructed response,,,False
U2-S24-PRACTICESET3-18,Practice Set 3,2.4,I can use slope and intercept information to interpret similarities and differences.,crossover_compare,F3-3-Q3E,MODEL-COMPARE-TWO-LINEAR-01,Equation + Comparison,constructed response,,,False
U2-S24-PRACTICESET3-19,Practice Set 3,2.4,"I can critique a proposed function family choice using evidence from rate of change, shape, or equation structure.",review_retrieval,F3-R1-Q3E,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S24-PRACTICESET3-20,Practice Set 3,2.4,"I can critique a proposed function family choice using evidence from rate of change, shape, or equation structure.",review_retrieval,F3-R2-Q3E,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S24-PRACTICESET3-21,Practice Set 3,2.4,"I can critique a proposed function family choice using evidence from rate of change, shape, or equation structure.",review_retrieval,F3-R3-Q3E,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed response,,,False
U2-S24-PRACTICESET3-22,Practice Set 3,2.4,"Compare relationships across equations, graphs, tables, visual patterns, and contexts and justify conclusions with representation evidence.",mastery_retrieval,F3-M1-Q3E,MODEL-COMPARE-TWO-LINEAR-01,Equation + Equation,constructed response,U2-MG04,,False
U2-S24-PRACTICESET3-23,Practice Set 3,2.4,"Compare relationships across equations, graphs, tables, visual patterns, and contexts and justify conclusions with representation evidence.",mastery_retrieval,F3-M2-Q3E,MODEL-COMPARE-TWO-LINEAR-01,Equation + Equation,constructed response,U2-MG04,,False
U2-S24-PRACTICESET3-24,Practice Set 3,2.4,"Compare relationships across equations, graphs, tables, visual patterns, and contexts and justify conclusions with representation evidence.",mastery_retrieval,F3-M3,MODEL-COMPARE-TWO-LINEAR-01,Equation + Equation,constructed response,U2-MG04,,False
U2-S24-EXTRAPRACTICE-01,Extra Practice,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F4-1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-EXTRAPRACTICE-02,Extra Practice,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F4-2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-EXTRAPRACTICE-03,Extra Practice,2.4,I can construct comparison models for linear relationships shown in different forms.,equation_vs_table,F4-3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Table,constructed response,,,False
U2-S24-EXTRAPRACTICE-04,Extra Practice,2.4,I can use slope and intercept information to interpret similarities and differences.,graph_vs_equation,F4-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
