bank_id,destination,section,exact_target,mastery_goal_id,expected_evidence,representation,response_type,source_basis
U4-S4-PX-02,Extra Practice,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,Subtracting the second polynomial changes the signs of all its terms. The correct result is $-x^2+6x-5$.,Error analysis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-03,Extra Practice,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$2x^2 + x + 2$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-04,Extra Practice,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$2x^2 + 8x - 3$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-05,Extra Practice,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$-3x^2 + 6x - 9$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-06,Extra Practice,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,Multiplying gives $(x+2)(x+5)$=$x^2+7x+10$; the matching table values are consistent with that equivalence.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-07,Extra Practice,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,The missing cell products are $-3x$ and $5x$. The expanded product is $x^2+2x-15$.,Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-08,Extra Practice,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,Multiplying gives $(x-1)(x+3)$=$x^2+2x-3$; the matching table values are consistent with that equivalence.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-09,Extra Practice,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,The $4x$ term is not like the quadratic terms. The correct expression is $5x^2+4x$.,Error analysis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-10,Extra Practice,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$3x^2 + x + 1$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-11,Extra Practice,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$x^2 + 6x - 3$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-12,Extra Practice,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$2x^2 - 2x + 6$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-13,Extra Practice,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,Multiplying gives $(x+3)(x-2)$=$x^2+x-6$; the matching table values are consistent with that equivalence.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-14,Extra Practice,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,$(x+3)(x+6)=x^2+9x+18$.,Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-15,Extra Practice,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,Multiplying gives $(x-2)(x+5)$=$x^2+3x-10$; the matching table values are consistent with that equivalence.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-16,Extra Practice,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,Multiplying every term by -2 gives $-2x^2+6x-8$. The corrected form is algebraically equivalent to the original expression.,Error analysis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-17,Extra Practice,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,$x^2$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PX-18,Extra Practice,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,$2x^2 + 7x - 3$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ExtraPractice-19,Extra Practice,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(-2,3)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ExtraPractice-20,Extra Practice,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(1,4)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ExtraPractice-21,Extra Practice,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(4,2)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ExtraPractice-22,Extra Practice,4.4,"Write linear equations from graphs, tables, and situations.",,$y=-2x+5$; rate of change $=-2$ and starting value $=5$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ExtraPractice-23,Extra Practice,4.4,"Write linear equations from graphs, tables, and situations.",,$y=1.5x-2$; rate of change $=1.5$ and starting value $=-2$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ExtraPractice-24,Extra Practice,4.4,"Write linear equations from graphs, tables, and situations.",,$y=3x-4$; rate of change $=3$ and starting value $=-4$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-CYU-01,CYU,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$3x^2-6x+12$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-CYU-02,CYU,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,The missing cell products are $5x$ and $-4x$. The expanded product is $x^2+x-20$.,Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-CYU-03,CYU,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,The negative sign must distribute to all terms in the second polynomial. The correct result is $3x^2-5x+4$.,Error analysis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-CYU-04,CYU,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$3x^2-8x+8$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-CYU-05,CYU,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,$x^2-4x-12$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-CYU-06,CYU,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,They are equivalent. Multiplying gives $(x-1)(x+3)=x^2+2x-3$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WU1-01,Warm-Up 1,4.4,"Accurately perform operations with integers, fractions, and decimals while interpreting results in mathematical and contextual situations.",,Side numbers 4 and -7 give product -28 and sum -3; fill the blank cell(s) accordingly.,Diamond,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WarmUp1-02,Warm-Up 1,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(3,-2)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WarmUp1-03,Warm-Up 1,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(1,5)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WarmUp1-04,Warm-Up 1,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(2,3)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WU2-01,Warm-Up 2,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$x^2 + 6x - 3$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WU2-02,Warm-Up 2,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$2x^2 - 2x + 6$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WarmUp2-03,Warm-Up 2,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(3,-2)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WarmUp2-04,Warm-Up 2,4.4,"Write linear equations from graphs, tables, and situations.",,$y=3x-2$; rate of change $=3$ and starting value $=-2$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WU3-01,Warm-Up 3,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,$x^2 + 5x + 6$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WarmUp3-02,Warm-Up 3,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(3,-2)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WarmUp3-03,Warm-Up 3,4.4,"Write linear equations from graphs, tables, and situations.",,$y=3x-2$; rate of change $=3$ and starting value $=-2$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-WarmUp3-04,Warm-Up 3,4.4,"Write linear equations from graphs, tables, and situations.",,$y=-x+4$; rate of change $=-1$ and starting value $=4$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ETA-01,Exit Ticket A,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,"Independent evidence of: I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ETA-02,Exit Ticket A,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,"Independent evidence of: I can use structure and like terms to add, subtract, and multiply polynomial expressions.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ETA-03,Exit Ticket A,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,Independent evidence of: I can extend polynomial operations to equivalent expressions written in different forms.,Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ETA-04,Exit Ticket A,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,"Independent evidence of: I can use structure and like terms to add, subtract, and multiply polynomial expressions.",Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ExitTicketB-01,Exit Ticket B,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(-1,4)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ExitTicketB-02,Exit Ticket B,4.4,Solve systems using substitution and choose efficient forms for solving.,,Uses the isolated variable directly for substitution and solves the resulting one-variable equation accurately.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ExitTicketB-03,Exit Ticket B,4.4,Solve systems using substitution and choose efficient forms for solving.,,"Selects a low-friction isolation step, substitutes correctly, and solves the system while justifying the efficiency choice.",Equation reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ExitTicketB-04,Exit Ticket B,4.4,Solve systems using substitution and choose efficient forms for solving.,,"Recognizes an already-isolated variable, uses it efficiently, and solves the system accurately.",Equation reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ETC-01,Exit Ticket C,4.4,"Graph linear functions and write linear equations from slope, intercepts, tables, graphs, and situations.",U4-MG02,"Portfolio evidence for U4-MG02: Graph linear functions and write linear equations from slope, intercepts, tables, graphs, and situations.",Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ETC-02,Exit Ticket C,4.4,"Graph linear functions and write linear equations from slope, intercepts, tables, graphs, and situations.",U4-MG02,Uses graph features/points to determine slope and formulate the matching linear equation.,Graph features + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ETC-03,Exit Ticket C,4.4,"Graph linear functions and write linear equations from slope, intercepts, tables, graphs, and situations.",U4-MG02,Translates rate and starting value into a linear model and uses the model for an in-context output.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-ETC-04,Exit Ticket C,4.4,"Graph linear functions and write linear equations from slope, intercepts, tables, graphs, and situations.",U4-MG02,Builds two consistent representations from the same slope/intercept information.,Equation + Table production,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-WTC-001,WTC,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"Examples: vertex $(2,-1)$ is especially clear on the graph/table minimum; x-intercepts 1 and 3 are clear where y=0; axis of symmetry $x=2$ is clear from mirrored table values and graph symmetry; y-intercept is $(0,3)$.",Table + Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-EX-01,Notes Example,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"x-intercepts $(-2,0)$ and $(3,0)$; axis of symmetry $x=0.5$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-YTI-01,Notes YTI,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"y-intercept $(0,-6)$; it opens upward because the leading coefficient is positive.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-EX-02,Notes Example,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"y-intercept $(0,-6)$; it opens upward because the leading coefficient is positive.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-YTI-02,Notes YTI,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The values mirror around $x=1$, so the axis is $x=1$ and the vertex is $(1,-4)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-EX-03,Notes Example,4.5,I can predict graph features from equivalent quadratic expressions.,,"The x-intercepts are $(4,0)$ and $(-2,0)$. Their midpoint is $x=1$, so the axis of symmetry is $x=1$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-YTI-03,Notes YTI,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(-2,4)$, axis $x=-2$, opens down; x-intercepts are approximately $(-4.8,0)$ and $(0.8,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-EX-04,Notes Example,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(0,-4)$, axis $x=0$, opens up, x-intercepts $(-2,0)$ and $(2,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-YTI-04,Notes YTI,4.5,I can predict graph features from equivalent quadratic expressions.,,"The constant term 3 gives the y-intercept $(0,3)$, not the vertex. This quadratic has vertex $(2,-1)$.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-EX-05,Notes Example,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The factors reveal x-intercepts, not the y-intercept. At $x=0$, $y=(-1)(-5)=5$, so the y-intercept is $(0,5)$.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-YTI-05,Notes YTI,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. The x-intercepts are -3 and 1, so the axis of symmetry is their midpoint, $x=-1$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-EX-06,Notes Example,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"x-intercepts $(-3,0)$ and $(2,0)$; axis of symmetry $x=-0.5$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-YTI-06,Notes YTI,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. The leading coefficient is -2, so the parabola opens downward. The constant term 4 gives the y-intercept $(0,4)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-01,Practice Set 1,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The values mirror around $x=1$, so the axis is $x=1$ and the vertex is $(1,-4)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-02,Practice Set 1,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"Vertex $(1,-4)$, axis $x=1$, opens up, x-intercepts $(-1,0)$ and $(3,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-03,Practice Set 1,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The constant term 3 gives the y-intercept $(0,3)$, not the vertex. This quadratic has vertex $(2,-1)$.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-04,Practice Set 1,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"x-intercepts $(-3,0)$ and $(2,0)$; axis of symmetry $x=-0.5$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-05,Practice Set 1,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"y-intercept $(0,-4)$; it opens upward because the leading coefficient is positive.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-06,Practice Set 1,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The vertex is $(0,2)$, the axis of symmetry is $x=0$, and the graph opens downward.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-07,Practice Set 1,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(0,4)$, axis $x=0$, opens down; x-intercepts are $(-2,0)$ and $(2,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-08,Practice Set 1,4.5,I can predict graph features from equivalent quadratic expressions.,,"The zeros are $x=2$ and $x=-4$, so the x-intercepts are $(2,0)$ and $(-4,0)$. The corrected feature is what should be predicted before graphing.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-09,Practice Set 1,4.5,I can predict graph features from equivalent quadratic expressions.,,"x-intercepts $(-1,0)$ and $(4,0)$; axis of symmetry $x=1.5$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-10,Practice Set 1,4.5,I can predict graph features from equivalent quadratic expressions.,,"y-intercept $(0,5)$; it opens upward because the leading coefficient is positive.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-11,Practice Set 1,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(1,-4)$; axis $x=1$; opens upward.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-12,Practice Set 1,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(-1,-4)$; axis $x=-1$; opens upward; x-intercepts $(-3,0)$ and $(1,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-13,Practice Set 1,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. Matching y-values occur equally far from $x=2$, so the axis is $x=2$ and the vertex is $(2,1)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-14,Practice Set 1,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. The graph has vertex $(3,-1)$, axis $x=3$, and opens upward.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-15,Practice Set 1,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"y-intercept $(0,-6)$; it opens upward because the leading coefficient is positive.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-16,Practice Set 1,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. Matching y-values occur equally far from $x=-1$, so the axis is $x=-1$ and the vertex is $(-1,0)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-17,Practice Set 1,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. The graph has vertex $(2,4)$, axis $x=2$, and opens downward.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P1-18,Practice Set 1,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The leading coefficient is negative, so the parabola opens downward. The constant term only gives the y-intercept.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet1-19,Practice Set 1,4.5,Create and solve systems that model real-world situations.,,Let $a+s=10$ and $8a+5s=65$. Solving gives 5 adult tickets and 5 student tickets.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet1-20,Practice Set 1,4.5,Create and solve systems that model real-world situations.,,Let $a+s=5$ and $8a+5s=31$. Solving gives 2 adult tickets and 3 student tickets.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet1-21,Practice Set 1,4.5,Create and solve systems that model real-world situations.,,Let $a+s=7$ and $8a+5s=44$. Solving gives 3 adult tickets and 4 student tickets.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet1-22,Practice Set 1,4.5,Use linear models to represent and interpret real-world data.,,"$M=1.5(8)+20=32$, so the model predicts \$3200. The slope means \$150 per day and the intercept means \$2000 at day 0.",Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet1-23,Practice Set 1,4.5,Use linear models to represent and interpret real-world data.,,"$M=4(6)+8=32$, so the model predicts \$3200. The slope means \$400 per day and the intercept means \$800 at day 0.",Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet1-24,Practice Set 1,4.5,Use linear models to represent and interpret real-world data.,,"$M=2(7)+5=19$, so the model predicts \$1900. The slope means \$200 per day and the intercept means \$500 at day 0.",Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-01,Practice Set 2,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"Vertex $(-2,4)$, axis $x=-2$, opens down; x-intercepts are $(-4,0)$ and $(0,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-02,Practice Set 2,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The constant term 3 gives the y-intercept $(0,3)$, not the vertex. This quadratic has vertex $(2,-1)$.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-03,Practice Set 2,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"x-intercepts $(-2,0)$ and $(3,0)$; axis of symmetry $x=0.5$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-04,Practice Set 2,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"y-intercept $(0,-6)$; it opens upward because the leading coefficient is positive.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-05,Practice Set 2,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The values mirror around $x=1$, so the axis is $x=1$ and the vertex is $(1,-4)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-06,Practice Set 2,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The vertex is $(3,-2)$, the axis of symmetry is $x=3$, and the graph opens upward.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-07,Practice Set 2,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(1,9)$; axis $x=1$; opens downward; x-intercepts $(-2,0)$ and $(4,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-08,Practice Set 2,4.5,I can predict graph features from equivalent quadratic expressions.,,"x-intercepts $(-3,0)$ and $(2,0)$; axis of symmetry $x=-0.5$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-09,Practice Set 2,4.5,I can predict graph features from equivalent quadratic expressions.,,"y-intercept $(0,-4)$; it opens upward because the leading coefficient is positive.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-10,Practice Set 2,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(-2,-3)$; axis $x=-2$; opens upward.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-11,Practice Set 2,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(-2,4)$; axis $x=-2$; opens downward; x-intercepts approximately $(-4.8,0)$ and $(0.8,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-12,Practice Set 2,4.5,I can predict graph features from equivalent quadratic expressions.,,"The roots are -1 and 5, so the axis is their midpoint, $x=2$. The corrected feature is what should be predicted before graphing.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-13,Practice Set 2,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. Matching y-values occur equally far from $x=0$, so the axis is $x=0$ and the vertex is $(0,2)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-14,Practice Set 2,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"Vertex $(0,-9)$, axis $x=0$, opens up, x-intercepts $(-3,0)$ and $(3,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-15,Practice Set 2,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. Matching y-values occur equally far from $x=1$, so the axis is $x=1$ and the vertex is $(1,-4)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-16,Practice Set 2,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. The graph has vertex $(2,-4)$, axis $x=2$, and opens upward.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-17,Practice Set 2,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The constant term 5 gives the y-intercept $(0,5)$, not the vertex. Completing the square gives vertex $(3,-4)$.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P2-18,Practice Set 2,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"x-intercepts $(1,0)$ and $(5,0)$; axis of symmetry $x=3$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet2-19,Practice Set 2,4.5,Create and solve systems that model real-world situations.,,Let $a+s=8$ and $8a+5s=55$. Solving gives 5 adult tickets and 3 student tickets.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet2-20,Practice Set 2,4.5,Create and solve systems that model real-world situations.,,Let $a+s=6$ and $8a+5s=36$. Solving gives 2 adult tickets and 4 student tickets.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet2-21,Practice Set 2,4.5,Create and solve systems that model real-world situations.,,Let $a+s=8$ and $8a+5s=49$. Solving gives 3 adult tickets and 5 student tickets.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet2-22,Practice Set 2,4.5,Use linear models to represent and interpret real-world data.,,"$M=1.5(6)+20=29$, so the model predicts \$2900. The slope means \$150 per day and the intercept means \$2000 at day 0.",Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
