bank_id,destination,section,spiral_stage,i_can,learning_target,question_family_id,variation,task_architecture,representation,response_type,mastery_goal,source_basis,summative_version
U6_S5_WU2_03,Warm-Up 2,6.5,Review,I can build factored forms of quadratic trinomials using product-sum relationships.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",wu2_r_trinomial_factor,wu2-3,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan Review route + Algebra 1 Framework source section 5.2,
U6_S5_WU2_04,Warm-Up 2,6.5,Mastery,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",wu2_m_transform_describe,wu2-4,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph transformation,constructed/open response,U6-MG02,Unit 6 Assessment Plan Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_WU3_01,Warm-Up 3,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",wu3_p_model_from_zeros,wu3-1,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_WU3_02,Warm-Up 3,6.5,Review,I can use patterns in coefficients and constants to factor quadratic trinomials.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",wu3_r_trinomial_factor_sign,wu3-2,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan Review route + Algebra 1 Framework source section 5.2,
U6_S5_WU3_03,Warm-Up 3,6.5,Mastery,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",wu3_m_transform_describe,wu3-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph transformation,constructed/open response,U6-MG02,Unit 6 Assessment Plan Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_WU3_04,Warm-Up 3,6.5,Mastery,I can apply transformation rules to key points and features across function families.,"Students will analyze and graph transformations involving stretches, compressions, and reflections.",wu3_m_transform_point,wu3-4,PROC-DIRECT-EXECUTE-01,Coordinate point,constructed/open response,U6-MG02,Unit 6 Assessment Plan Mastery route + Algebra 1 Framework source section 4.3,
U6_S1_ETA_01,Exit Ticket A,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,eta_p_zero_product,eta-1,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_ETA_02,Exit Ticket A,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,eta_p_construct_factors,eta-2,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_ETA_03,Exit Ticket A,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,eta_p_graph_solution_check,eta-3,GRAPH-INFER-BEHAVIOR-01,Graph + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_ETA_04,Exit Ticket A,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,eta_p_error_zero_product,eta-4,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_ETB_01,Exit Ticket B,6.1,Review,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,"Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",etb_r_factored_zeros,etb-1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph features,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.4,
U6_S1_ETB_02,Exit Ticket B,6.1,Review,I can formulate quadratic functions in factored form from zeros or intercepts.,"Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",etb_r_zeros_to_factored,etb-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph features + Equation,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.4,
U6_S1_ETB_03,Exit Ticket B,6.1,Review,"I can extend connections among factors, zeros, intercepts, and graph behavior.","Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",etb_r_factor_zero_connection,etb-3,FEATURE-EVALUATE-VS-SOLVE-01,Equation + Graph feature,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.4,
U6_S1_ETB_04,Exit Ticket B,6.1,Review,"I can extend connections among factors, zeros, intercepts, and graph behavior.","Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",etb_r_verify_factored,etb-4,VERIFY-REASONABLENESS-01,Equation,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.4,
U6_S1_ETC_01,Exit Ticket C,6.1,Mastery,I can predict graph features from equivalent quadratic expressions.,Students will connect polynomial expressions to quadratic graphs and key features.,etc_m_quad_features,etc-1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.5,
U6_S1_ETC_02,Exit Ticket C,6.1,Mastery,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",Students will connect polynomial expressions to quadratic graphs and key features.,etc_m_critique_opening,etc-2,ERROR-CRITIQUE-CLAIM-01,Equation + Prose,constructed/open response,U6-MG04,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.5,
U6_S1_ETC_03,Exit Ticket C,6.1,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.",Students will connect polynomial expressions to quadratic graphs and key features.,etc_m_vertex_structure,etc-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Feature,constructed/open response,U6-MG04,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.5,
U6_S1_ETC_04,Exit Ticket C,6.1,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.",Students will connect polynomial expressions to quadratic graphs and key features.,etc_m_factors_graph,etc-4,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.5,
U6_S2_ETA_01,Exit Ticket A,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,eta_p_square_constant,eta-1,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_ETA_02,Exit Ticket A,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,eta_p_complete_solve,eta-2,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_ETA_03,Exit Ticket A,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,eta_p_complete_vertex,eta-3,PROC-MULTISTEP-CHAIN-01,Equation + Graph features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_ETA_04,Exit Ticket A,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,eta_p_error_balance_square,eta-4,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_ETB_01,Exit Ticket B,6.2,Review,I can construct equivalent quadratic forms to reveal different key features.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",etb_r_forms_equivalent,etb-1,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.5,
U6_S2_ETB_02,Exit Ticket B,6.2,Review,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.","Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",etb_r_form_feature,etb-2,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Feature,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.5,
U6_S2_ETB_03,Exit Ticket B,6.2,Review,I can critique which quadratic form best supports a given question or context.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",etb_r_choose_form,etb-3,COMPARE-EFFICIENCY-CONTEXT-01,Prose + Equation forms,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.5,
U6_S2_ETB_04,Exit Ticket B,6.2,Review,I can critique which quadratic form best supports a given question or context.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",etb_r_choose_vertex_form,etb-4,COMPARE-EFFICIENCY-CONTEXT-01,Prose + Equation forms,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.5,
U6_S2_ETC_01,Exit Ticket C,6.2,Mastery,"I can predict how changing values in an equation moves a graph left, right, up, or down.",Students will graph and write translated functions using key points and key features.,etc_m_translation_read,etc-1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph transformation,constructed/open response,U6-MG02,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.2,
U6_S2_ETC_02,Exit Ticket C,6.2,Mastery,I can use horizontal and vertical shifts to write equations for translated functions.,Students will graph and write translated functions using key points and key features.,etc_m_translation_write,etc-2,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed/open response,U6-MG02,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.2,
U6_S2_ETC_03,Exit Ticket C,6.2,Mastery,I can build translated graphs by moving key points and key features from a parent function.,Students will graph and write translated functions using key points and key features.,etc_m_keypoint_translate,etc-3,PROC-DIRECT-EXECUTE-01,Coordinate point,constructed/open response,U6-MG02,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.2,
U6_S2_ETC_04,Exit Ticket C,6.2,Mastery,"I can predict how changing values in an equation moves a graph left, right, up, or down.",Students will graph and write translated functions using key points and key features.,etc_m_horizontal_sign,etc-4,ARGUE-JUSTIFY-GENERAL-CASE-01,Equation + Prose,constructed/open response,U6-MG02,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.2,
U6_S3_ETA_01,Exit Ticket A,6.3,Intro,"I can design a coefficient map that organizes $a$, $b$, and $c$ before using the quadratic formula.",Students will solve quadratic equations using the quadratic formula and interpret solutions.,eta_p_coeff_map,eta-1,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S3_ETA_02,Exit Ticket A,6.3,Intro,"I can apply the quadratic formula to solve equations with rational, irrational, or no real solutions.",Students will solve quadratic equations using the quadratic formula and interpret solutions.,eta_p_formula_rational,eta-2,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S3_ETA_03,Exit Ticket A,6.3,Intro,I can assess how the discriminant predicts the number and type of real solutions.,Students will solve quadratic equations using the quadratic formula and interpret solutions.,eta_p_discriminant_predict,eta-3,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S3_ETA_04,Exit Ticket A,6.3,Intro,"I can design a coefficient map that organizes $a$, $b$, and $c$ before using the quadratic formula.",Students will solve quadratic equations using the quadratic formula and interpret solutions.,eta_p_coeff_sign_error,eta-4,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S3_ETB_01,Exit Ticket B,6.3,Review,I can construct equivalent polynomial expressions by factoring out a greatest common factor.,Students will identify common factors and use structure to rewrite polynomial expressions.,etb_r_gcf,etb-1,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.1,
U6_S3_ETB_02,Exit Ticket B,6.3,Review,I can apply structure to rewrite polynomial expressions in a more useful form.,Students will identify common factors and use structure to rewrite polynomial expressions.,etb_r_structure_factor,etb-2,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.1,
U6_S3_ETB_03,Exit Ticket B,6.3,Review,I can determine whether a rewritten expression is reasonable by checking common factors and equivalent products.,Students will identify common factors and use structure to rewrite polynomial expressions.,etb_r_gcf_reasonableness,etb-3,ERROR-CRITIQUE-CLAIM-01,Expression + Prose,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.1,
U6_S3_ETB_04,Exit Ticket B,6.3,Review,I can construct equivalent polynomial expressions by factoring out a greatest common factor.,Students will identify common factors and use structure to rewrite polynomial expressions.,etb_r_gcf_negative,etb-4,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.1,
U6_S3_ETC_01,Exit Ticket C,6.3,Mastery,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.","Students will add, subtract, and multiply polynomial expressions.",etc_m_poly_add,etc-1,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,U6-MG03,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.4,
U6_S3_ETC_02,Exit Ticket C,6.3,Mastery,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.","Students will add, subtract, and multiply polynomial expressions.",etc_m_poly_subtract,etc-2,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,U6-MG03,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.4,
U6_S3_ETC_03,Exit Ticket C,6.3,Mastery,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.","Students will add, subtract, and multiply polynomial expressions.",etc_m_poly_multiply,etc-3,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,U6-MG03,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.4,
U6_S3_ETC_04,Exit Ticket C,6.3,Mastery,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.","Students will add, subtract, and multiply polynomial expressions.",etc_m_area_polynomial,etc-4,PROC-MULTISTEP-CHAIN-01,Context + Equation,constructed/open response,U6-MG03,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.4,
U6_S4_ETA_01,Exit Ticket A,6.4,Intro,I can formulate a solution-method plan based on the structure of a quadratic equation.,"Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",eta_p_choose_factoring,eta-1,PROC-SELECT-STRATEGY-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_ETA_02,Exit Ticket A,6.4,Intro,"I can use factoring, completing the square, or the quadratic formula when the equation structure supports the method.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",eta_p_choose_square,eta-2,PROC-SELECT-STRATEGY-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_ETA_03,Exit Ticket A,6.4,Intro,I can formulate a solution-method plan based on the structure of a quadratic equation.,"Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",eta_p_method_table,eta-3,COMPARE-COMPETING-METHODS-01,Table + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_ETA_04,Exit Ticket A,6.4,Intro,"I can critique a selected solution method for efficiency, accuracy, and fit to the equation.","Students will compare factoring, completing the square, and the quadratic formula and select efficient solution methods.",eta_p_critique_default_method,eta-4,ERROR-CRITIQUE-CLAIM-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S4_ETB_01,Exit Ticket B,6.4,Review,I can apply difference-of-squares and perfect-square-trinomial patterns.,Students will recognize and factor special polynomial patterns.,etb_r_difference_squares,etb-1,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.3,
U6_S4_ETB_02,Exit Ticket B,6.4,Review,I can apply difference-of-squares and perfect-square-trinomial patterns.,Students will recognize and factor special polynomial patterns.,etb_r_perfect_square,etb-2,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.3,
U6_S4_ETB_03,Exit Ticket B,6.4,Review,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,Students will recognize and factor special polynomial patterns.,etb_r_recognize_pattern,etb-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Expression,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.3,
U6_S4_ETB_04,Exit Ticket B,6.4,Review,I can design a strategy for factoring special polynomial patterns.,Students will recognize and factor special polynomial patterns.,etb_r_pattern_reason,etb-4,ARGUE-JUSTIFY-GENERAL-CASE-01,Expression + Prose,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.3,
U6_S4_ETC_01,Exit Ticket C,6.4,Mastery,"I can construct evidence for a function family using patterns in graphs, equations, tables, and contexts.","Students will identify common function families from graphs, equations, tables, and contexts.",etc_m_family_table_linear,etc-1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed/open response,U6-MG01,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.1,
U6_S4_ETC_02,Exit Ticket C,6.4,Mastery,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.","Students will identify common function families from graphs, equations, tables, and contexts.",etc_m_family_table_exponential,etc-2,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed/open response,U6-MG01,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.1,
U6_S4_ETC_03,Exit Ticket C,6.4,Mastery,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.","Students will identify common function families from graphs, equations, tables, and contexts.",etc_m_family_equation_abs,etc-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,U6-MG01,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.1,
U6_S4_ETC_04,Exit Ticket C,6.4,Mastery,I can determine which representation gives the strongest evidence for a function family when features seem similar.,"Students will identify common function families from graphs, equations, tables, and contexts.",etc_m_family_evidence_strength_table,etc-4,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Prose,constructed/open response,U6-MG01,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.1,
U6_S5_ETA_01,Exit Ticket A,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",eta_p_model_from_zeros,eta-1,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_ETA_02,Exit Ticket A,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",eta_p_model_from_vertex,eta-2,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_ETA_03,Exit Ticket A,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",eta_p_graph_optimize,eta-3,GRAPH-INFER-BEHAVIOR-01,Graph + Context,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_ETA_04,Exit Ticket A,6.5,Intro,I can assess whether a quadratic model and its solutions are reasonable for the situation.,"Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",eta_p_domain_reasonableness,eta-4,VERIFY-REASONABLENESS-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_ETB_01,Exit Ticket B,6.5,Review,I can build factored forms of quadratic trinomials using product-sum relationships.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",etb_r_trinomial_factor,etb-1,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.2,
U6_S5_ETB_02,Exit Ticket B,6.5,Review,I can use patterns in coefficients and constants to factor quadratic trinomials.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",etb_r_trinomial_factor_sign,etb-2,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.2,
U6_S5_ETB_03,Exit Ticket B,6.5,Review,I can build factored forms of quadratic trinomials using product-sum relationships.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",etb_r_product_sum,etb-3,FACTORPAIR-SUM-PRODUCT-PUZZLE-01,Equation + Number structure,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.2,
U6_S5_ETB_04,Exit Ticket B,6.5,Review,I can predict missing factors or terms by extending product-sum reasoning.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",etb_r_missing_term_factor,etb-4,TABLE-RECONSTRUCT-MISSING-CELLS-01,Expression,constructed/open response,,Unit 6 Assessment Plan Review evidence route + Algebra 1 Framework source section 5.2,
U6_S5_ETC_01,Exit Ticket C,6.5,Mastery,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",etc_m_transform_describe,etc-1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph transformation,constructed/open response,U6-MG02,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.3,
U6_S5_ETC_02,Exit Ticket C,6.5,Mastery,I can apply transformation rules to key points and features across function families.,"Students will analyze and graph transformations involving stretches, compressions, and reflections.",etc_m_transform_point,etc-2,PROC-DIRECT-EXECUTE-01,Coordinate point,constructed/open response,U6-MG02,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.3,
U6_S5_ETC_03,Exit Ticket C,6.5,Mastery,"I can assess whether an equation, graph, or table represents the same transformed function.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",etc_m_transform_equivalence,etc-3,VERIFY-REASONABLENESS-01,Equation + Points,constructed/open response,U6-MG02,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.3,
U6_S5_ETC_04,Exit Ticket C,6.5,Mastery,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",etc_m_transform_write,etc-4,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed/open response,U6-MG02,Unit 6 Assessment Plan Mastery/portfolio evidence route + Algebra 1 Framework source section 4.3,
U6_SUM_V1_Q01,Secure Summative V1,SUM,Mastery,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.","Identify common function families using evidence from graphs, equations, tables, contexts, and key features.",sum_family_table,v1-0,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Prose,constructed/open response,U6-MG01,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V1
U6_SUM_V1_Q02,Secure Summative V1,SUM,Mastery,"I can assess whether an equation, graph, or table represents the same transformed function.","Represent translations, stretches, compressions, and reflections of parent functions across graphs, equations, tables, and key points.",sum_transform_equation_point,v1-1,REPTRANS-MULTIPLE-SIMULTANEOUS-01,Equation + Key point,constructed/open response,U6-MG02,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V1
U6_SUM_V1_Q03,Secure Summative V1,SUM,Mastery,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.","Add, subtract, and multiply polynomial expressions using structure, like terms, equivalent forms, and area-based representations.",sum_poly_area_product,v1-2,PROC-MULTISTEP-CHAIN-01,Context + Polynomial,constructed/open response,U6-MG03,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V1
U6_SUM_V1_Q04,Secure Summative V1,SUM,Mastery,I can predict graph features from equivalent quadratic expressions.,"Connect polynomial and quadratic expression structure to graph features such as vertex, intercepts, symmetry, and direction of opening.",sum_quad_structure_features,v1-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V1
U6_SUM_V1_Q05,Secure Summative V1,SUM,Mastery,I can determine which representation gives the strongest evidence for a function family when features seem similar.,"Identify common function families using evidence from graphs, equations, tables, contexts, and key features.",sum_family_graph,v1-4,GRAPH-INFER-BEHAVIOR-01,Graph + Prose,constructed/open response,U6-MG01,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V1
U6_SUM_V1_Q06,Secure Summative V1,SUM,Mastery,I can apply transformation rules to key points and features across function families.,"Represent translations, stretches, compressions, and reflections of parent functions across graphs, equations, tables, and key points.",sum_transform_point_table_infer,v1-5,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation + Key points,constructed/open response,U6-MG02,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V1
U6_SUM_V1_Q07,Secure Summative V1,SUM,Mastery,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.","Add, subtract, and multiply polynomial expressions using structure, like terms, equivalent forms, and area-based representations.",sum_poly_composite_area,v1-6,PROC-MULTISTEP-CHAIN-01,Context + Polynomial,constructed/open response,U6-MG03,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V1
U6_SUM_V1_Q08,Secure Summative V1,SUM,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.","Connect polynomial and quadratic expression structure to graph features such as vertex, intercepts, symmetry, and direction of opening.",sum_quad_vertex_from_standard,v1-7,PROC-MULTISTEP-CHAIN-01,Equivalent equations + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V1
U6_SUM_V2_Q01,Secure Summative V2,SUM,Mastery,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.","Add, subtract, and multiply polynomial expressions using structure, like terms, equivalent forms, and area-based representations.",sum_poly_area_product,v2-2,PROC-MULTISTEP-CHAIN-01,Context + Polynomial,constructed/open response,U6-MG03,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V2
