bank_id,destination,section,label,exact_target,mastery_goal,spiral_stage,question_family_id,variation,task_architecture,representation,response_type,security,summative_version
u5_54_044,Practice Set 2,5.4,Practice Set 2 — 7,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form2-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_54_045,Practice Set 2,5.4,Practice Set 2 — 8,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form2-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_54_046,Practice Set 2,5.4,Practice Set 2 — 9,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form2-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_54_047,Practice Set 2,5.4,Practice Set 2 — 10,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form2-q10,direct-procedure,Equation,constructed/open response,instructional,
u5_54_048,Practice Set 2,5.4,Practice Set 2 — 11,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form2-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_54_049,Practice Set 2,5.4,Practice Set 2 — 12,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form2-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_54_050,Practice Set 2,5.4,Practice Set 2 — 13,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-TABLE-ZEROS,form2-q13,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_54_051,Practice Set 2,5.4,Practice Set 2 — 14,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-GRAPH-TO-FACTORS,form2-q14,REPTRANS-GRAPH-EQUATION-01,Graph,constructed/open response,instructional,
u5_54_052,Practice Set 2,5.4,Practice Set 2 — 15,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form2-q15,direct-procedure,Equation,constructed/open response,instructional,
u5_54_053,Practice Set 2,5.4,Practice Set 2 — 16,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form2-q16,direct-procedure,Equation,constructed/open response,instructional,
u5_54_054,Practice Set 2,5.4,Practice Set 2 — 17,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form2-q17,direct-procedure,Equation,constructed/open response,instructional,
u5_54_055,Practice Set 2,5.4,Practice Set 2 — 18,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-CONTEXT-ZEROS,form2-q18,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_54_056,Practice Set 2,5.4,Practice Set 2 — 19,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-CONTEXT-INTERPRET,form2-q19,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_54_057,Practice Set 2,5.4,Practice Set 2 — 20,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-ERROR-ZEROS,form2-q20,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed/open response,instructional,
u5_54_058,Practice Set 2,5.4,Practice Set 2 — 21,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form2-q21,direct-procedure,Equation,constructed/open response,instructional,
u5_54_059,Practice Set 2,5.4,Practice Set 2 — 22,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form2-q22,direct-procedure,Equation,constructed/open response,instructional,
u5_54_060,Practice Set 2,5.4,Practice Set 2 — 23,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-COMPARE-A,form2-q23,COMPARE-MODEL-SELECTION-01,Equation,constructed/open response,instructional,
u5_54_061,Practice Set 2,5.4,Practice Set 2 — 24,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-TABLE-TO-FACTORS,form2-q24,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_54_062,Practice Set 3,5.4,Practice Set 3 — 1,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form3-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_54_063,Practice Set 3,5.4,Practice Set 3 — 2,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form3-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_54_064,Practice Set 3,5.4,Practice Set 3 — 3,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form3-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_54_065,Practice Set 3,5.4,Practice Set 3 — 4,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form3-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_54_066,Practice Set 3,5.4,Practice Set 3 — 5,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form3-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_54_067,Practice Set 3,5.4,Practice Set 3 — 6,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form3-q06,direct-procedure,Equation,constructed/open response,instructional,
u5_54_068,Practice Set 3,5.4,Practice Set 3 — 7,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form3-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_54_069,Practice Set 3,5.4,Practice Set 3 — 8,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form3-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_54_070,Practice Set 3,5.4,Practice Set 3 — 9,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form3-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_54_071,Practice Set 3,5.4,Practice Set 3 — 10,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form3-q10,direct-procedure,Equation,constructed/open response,instructional,
u5_54_072,Practice Set 3,5.4,Practice Set 3 — 11,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form3-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_54_073,Practice Set 3,5.4,Practice Set 3 — 12,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form3-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_54_074,Practice Set 3,5.4,Practice Set 3 — 13,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-TABLE-ZEROS,form3-q13,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_54_075,Practice Set 3,5.4,Practice Set 3 — 14,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-GRAPH-TO-FACTORS,form3-q14,REPTRANS-GRAPH-EQUATION-01,Graph,constructed/open response,instructional,
u5_54_076,Practice Set 3,5.4,Practice Set 3 — 15,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form3-q15,direct-procedure,Equation,constructed/open response,instructional,
u5_54_077,Practice Set 3,5.4,Practice Set 3 — 16,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form3-q16,direct-procedure,Equation,constructed/open response,instructional,
u5_54_078,Practice Set 3,5.4,Practice Set 3 — 17,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form3-q17,direct-procedure,Equation,constructed/open response,instructional,
u5_54_079,Practice Set 3,5.4,Practice Set 3 — 18,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-CONTEXT-ZEROS,form3-q18,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_54_080,Practice Set 3,5.4,Practice Set 3 — 19,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-CONTEXT-INTERPRET,form3-q19,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_54_081,Practice Set 3,5.4,Practice Set 3 — 20,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-ERROR-ZEROS,form3-q20,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed/open response,instructional,
u5_54_082,Practice Set 3,5.4,Practice Set 3 — 21,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form3-q21,direct-procedure,Equation,constructed/open response,instructional,
u5_54_083,Practice Set 3,5.4,Practice Set 3 — 22,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form3-q22,direct-procedure,Equation,constructed/open response,instructional,
u5_54_084,Practice Set 3,5.4,Practice Set 3 — 23,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-COMPARE-A,form3-q23,COMPARE-MODEL-SELECTION-01,Equation,constructed/open response,instructional,
u5_54_085,Practice Set 3,5.4,Practice Set 3 — 24,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-TABLE-TO-FACTORS,form3-q24,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_54_086,Extra Practice,5.4,Extra Practice — 1,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form4-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_54_087,Extra Practice,5.4,Extra Practice — 2,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form4-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_54_088,Extra Practice,5.4,Extra Practice — 3,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form4-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_54_089,Extra Practice,5.4,Extra Practice — 4,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form4-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_54_090,Extra Practice,5.4,Extra Practice — 5,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form4-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_54_091,Extra Practice,5.4,Extra Practice — 6,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form4-q06,direct-procedure,Equation,constructed/open response,instructional,
u5_54_092,Extra Practice,5.4,Extra Practice — 7,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form4-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_54_093,Extra Practice,5.4,Extra Practice — 8,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form4-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_54_094,Extra Practice,5.4,Extra Practice — 9,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form4-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_54_095,Extra Practice,5.4,Extra Practice — 10,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form4-q10,direct-procedure,Equation,constructed/open response,instructional,
u5_54_096,Extra Practice,5.4,Extra Practice — 11,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form4-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_54_097,Extra Practice,5.4,Extra Practice — 12,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,form4-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_54_098,Extra Practice,5.4,Extra Practice — 13,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-TABLE-ZEROS,form4-q13,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_54_099,Extra Practice,5.4,Extra Practice — 14,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-GRAPH-TO-FACTORS,form4-q14,REPTRANS-GRAPH-EQUATION-01,Graph,constructed/open response,instructional,
u5_54_100,Extra Practice,5.4,Extra Practice — 15,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form4-q15,direct-procedure,Equation,constructed/open response,instructional,
u5_54_101,Extra Practice,5.4,Extra Practice — 16,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form4-q16,direct-procedure,Equation,constructed/open response,instructional,
u5_54_102,Extra Practice,5.4,Extra Practice — 17,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-DETERMINE-A,form4-q17,direct-procedure,Equation,constructed/open response,instructional,
u5_54_103,Extra Practice,5.4,Extra Practice — 18,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-CONTEXT-ZEROS,form4-q18,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_54_104,Extra Practice,5.4,Extra Practice — 19,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-CONTEXT-INTERPRET,form4-q19,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_54_105,Extra Practice,5.4,Extra Practice — 20,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-ERROR-ZEROS,form4-q20,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed/open response,instructional,
u5_54_106,Extra Practice,5.4,Extra Practice — 21,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-FACTORS-TO-ZEROS,form4-q21,direct-procedure,Equation,constructed/open response,instructional,
u5_54_107,Extra Practice,5.4,Extra Practice — 22,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,form4-q22,direct-procedure,Equation,constructed/open response,instructional,
u5_54_108,Extra Practice,5.4,Extra Practice — 23,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-COMPARE-A,form4-q23,COMPARE-MODEL-SELECTION-01,Equation,constructed/open response,instructional,
u5_54_109,Extra Practice,5.4,Extra Practice — 24,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-TABLE-TO-FACTORS,form4-q24,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_55_014,Practice Set 1,5.5,Practice Set 1 — 1,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-VERTEX-FROM-FORM,form1-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_55_015,Practice Set 1,5.5,Practice Set 1 — 2,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-VERTEX-FROM-FORM,form1-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_55_016,Practice Set 1,5.5,Practice Set 1 — 3,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-ZEROS-FROM-FORM,form1-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_55_017,Practice Set 1,5.5,Practice Set 1 — 4,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-ZEROS-FROM-FORM,form1-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_55_018,Practice Set 1,5.5,Practice Set 1 — 5,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-YINTERCEPT-STANDARD,form1-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_55_019,Practice Set 1,5.5,Practice Set 1 — 6,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-YINTERCEPT-STANDARD,form1-q06,direct-procedure,Equation,constructed/open response,instructional,
u5_55_020,Practice Set 1,5.5,Practice Set 1 — 7,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form1-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_55_021,Practice Set 1,5.5,Practice Set 1 — 8,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form1-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_55_022,Practice Set 1,5.5,Practice Set 1 — 9,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form1-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_55_023,Practice Set 1,5.5,Practice Set 1 — 10,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form1-q10,direct-procedure,Equation,constructed/open response,instructional,
u5_55_024,Practice Set 1,5.5,Practice Set 1 — 11,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form1-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_55_025,Practice Set 1,5.5,Practice Set 1 — 12,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form1-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_55_026,Practice Set 1,5.5,Practice Set 1 — 13,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form1-q13,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_027,Practice Set 1,5.5,Practice Set 1 — 14,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form1-q14,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_028,Practice Set 1,5.5,Practice Set 1 — 15,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form1-q15,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_029,Practice Set 1,5.5,Practice Set 1 — 16,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CRITIQUE-FORM,form1-q16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Context,constructed/open response,instructional,
u5_55_030,Practice Set 1,5.5,Practice Set 1 — 17,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-GRAPH-FEATURE,form1-q17,REPTRANS-GRAPH-EQUATION-01,Graph,constructed/open response,instructional,
u5_55_031,Practice Set 1,5.5,Practice Set 1 — 18,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-TABLE-TO-VERTEX,form1-q18,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_55_032,Practice Set 1,5.5,Practice Set 1 — 19,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-VERIFY-EQUIVALENCE,form1-q19,direct-procedure,Equation,constructed/open response,instructional,
u5_55_033,Practice Set 1,5.5,Practice Set 1 — 20,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-FORM-FEATURE-MATCH,form1-q20,direct-procedure,Equation,constructed/open response,instructional,
u5_55_034,Practice Set 1,5.5,Practice Set 1 — 21,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-FORM-FEATURE-MATCH,form1-q21,direct-procedure,Equation,constructed/open response,instructional,
u5_55_035,Practice Set 1,5.5,Practice Set 1 — 22,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CONTEXT-FORM,form1-q22,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_55_036,Practice Set 1,5.5,Practice Set 1 — 23,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CONTEXT-FORM,form1-q23,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_037,Practice Set 1,5.5,Practice Set 1 — 24,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-VERTEX-TO-FACTORED,form1-q24,direct-procedure,Equation,constructed/open response,instructional,
u5_55_038,Practice Set 2,5.5,Practice Set 2 — 1,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-VERTEX-FROM-FORM,form2-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_55_039,Practice Set 2,5.5,Practice Set 2 — 2,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-VERTEX-FROM-FORM,form2-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_55_040,Practice Set 2,5.5,Practice Set 2 — 3,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-ZEROS-FROM-FORM,form2-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_55_041,Practice Set 2,5.5,Practice Set 2 — 4,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-ZEROS-FROM-FORM,form2-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_55_042,Practice Set 2,5.5,Practice Set 2 — 5,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-YINTERCEPT-STANDARD,form2-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_55_043,Practice Set 2,5.5,Practice Set 2 — 6,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-YINTERCEPT-STANDARD,form2-q06,direct-procedure,Equation,constructed/open response,instructional,
u5_55_044,Practice Set 2,5.5,Practice Set 2 — 7,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form2-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_55_045,Practice Set 2,5.5,Practice Set 2 — 8,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form2-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_55_046,Practice Set 2,5.5,Practice Set 2 — 9,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form2-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_55_047,Practice Set 2,5.5,Practice Set 2 — 10,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form2-q10,direct-procedure,Equation,constructed/open response,instructional,
u5_55_048,Practice Set 2,5.5,Practice Set 2 — 11,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form2-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_55_049,Practice Set 2,5.5,Practice Set 2 — 12,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form2-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_55_050,Practice Set 2,5.5,Practice Set 2 — 13,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form2-q13,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_051,Practice Set 2,5.5,Practice Set 2 — 14,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form2-q14,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_052,Practice Set 2,5.5,Practice Set 2 — 15,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form2-q15,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_053,Practice Set 2,5.5,Practice Set 2 — 16,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CRITIQUE-FORM,form2-q16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Context,constructed/open response,instructional,
u5_55_054,Practice Set 2,5.5,Practice Set 2 — 17,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-GRAPH-FEATURE,form2-q17,REPTRANS-GRAPH-EQUATION-01,Graph,constructed/open response,instructional,
u5_55_055,Practice Set 2,5.5,Practice Set 2 — 18,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-TABLE-TO-VERTEX,form2-q18,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_55_056,Practice Set 2,5.5,Practice Set 2 — 19,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-VERIFY-EQUIVALENCE,form2-q19,direct-procedure,Equation,constructed/open response,instructional,
u5_55_057,Practice Set 2,5.5,Practice Set 2 — 20,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-FORM-FEATURE-MATCH,form2-q20,direct-procedure,Equation,constructed/open response,instructional,
u5_55_058,Practice Set 2,5.5,Practice Set 2 — 21,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-FORM-FEATURE-MATCH,form2-q21,direct-procedure,Equation,constructed/open response,instructional,
u5_55_059,Practice Set 2,5.5,Practice Set 2 — 22,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CONTEXT-FORM,form2-q22,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_55_060,Practice Set 2,5.5,Practice Set 2 — 23,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CONTEXT-FORM,form2-q23,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_061,Practice Set 2,5.5,Practice Set 2 — 24,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-VERTEX-TO-FACTORED,form2-q24,direct-procedure,Equation,constructed/open response,instructional,
u5_55_062,Practice Set 3,5.5,Practice Set 3 — 1,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-VERTEX-FROM-FORM,form3-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_55_063,Practice Set 3,5.5,Practice Set 3 — 2,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-VERTEX-FROM-FORM,form3-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_55_064,Practice Set 3,5.5,Practice Set 3 — 3,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-ZEROS-FROM-FORM,form3-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_55_065,Practice Set 3,5.5,Practice Set 3 — 4,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-ZEROS-FROM-FORM,form3-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_55_066,Practice Set 3,5.5,Practice Set 3 — 5,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-YINTERCEPT-STANDARD,form3-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_55_067,Practice Set 3,5.5,Practice Set 3 — 6,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-YINTERCEPT-STANDARD,form3-q06,direct-procedure,Equation,constructed/open response,instructional,
u5_55_068,Practice Set 3,5.5,Practice Set 3 — 7,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form3-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_55_069,Practice Set 3,5.5,Practice Set 3 — 8,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form3-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_55_070,Practice Set 3,5.5,Practice Set 3 — 9,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form3-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_55_071,Practice Set 3,5.5,Practice Set 3 — 10,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form3-q10,direct-procedure,Equation,constructed/open response,instructional,
