order,bank_id,destination,section,i_can,stage,question_family_id,variation,representation,response_type,summative_version,mastery_goal_id
453,U8-S4-P1-23,Practice Set 1,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-INTERCEPT,P1-23,Context + Equation,constructed/open response,,
454,U8-S4-P1-24,Practice Set 1,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-MODEL,P1-24,Context,constructed/open response,,
455,U8-S4-P2-01,Practice Set 2,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-SCATTER-MODEL,P2-1,Scatter plot,constructed/open response,,
456,U8-S4-P2-02,Practice Set 2,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-PREDICT,P2-2,Equation + Context,constructed/open response,,
457,U8-S4-P2-03,Practice Set 2,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-DOMAIN,P2-3,Context,constructed/open response,,
458,U8-S4-P2-04,Practice Set 2,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-ASSUMPTION,P2-4,Context,constructed/open response,,
459,U8-S4-P2-05,Practice Set 2,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-RESIDUAL,P2-5,Equation + Data point,constructed/open response,,
460,U8-S4-P2-06,Practice Set 2,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-COMPARE-MODELS,P2-6,Context,constructed/open response,,
461,U8-S4-P2-07,Practice Set 2,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-REVISE,P2-7,Context + Data,constructed/open response,,
462,U8-S4-P2-08,Practice Set 2,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-PARAMETER,P2-8,Equation + Context,constructed/open response,,
463,U8-S4-P2-09,Practice Set 2,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-LINEAR-FIT,P2-9,Table + Equation,constructed/open response,,
464,U8-S4-P2-10,Practice Set 2,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DATA-MODEL,P2-10,Table,constructed/open response,,
465,U8-S4-P2-11,Practice Set 2,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-SCATTER-MODEL,P2-11,Scatter plot,constructed/open response,,
466,U8-S4-P2-12,Practice Set 2,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-PREDICT,P2-12,Equation + Context,constructed/open response,,
467,U8-S4-P2-13,Practice Set 2,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DOMAIN,P2-13,Context,constructed/open response,,
468,U8-S4-P2-14,Practice Set 2,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-ASSUMPTION,P2-14,Context,constructed/open response,,
469,U8-S4-P2-15,Practice Set 2,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-RESIDUAL,P2-15,Equation + Data point,constructed/open response,,
470,U8-S4-P2-16,Practice Set 2,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-COMPARE-MODELS,P2-16,Context,constructed/open response,,
471,U8-S4-P2-17,Practice Set 2,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-REVISE,P2-17,Context + Data,constructed/open response,,
472,U8-S4-P2-18,Practice Set 2,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-PARAMETER,P2-18,Equation + Context,constructed/open response,,
473,U8-S4-P2-19,Practice Set 2,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-MODEL,P2-19,Context + Equation,constructed/open response,,
474,U8-S4-P2-20,Practice Set 2,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-INTERPRET,P2-20,Equation + Context,constructed/open response,,
475,U8-S4-P2-21,Practice Set 2,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-PREDICT,P2-21,Equation + Context,constructed/open response,,
476,U8-S4-P2-22,Practice Set 2,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-VERTEX,P2-22,Context + Equation,constructed/open response,,
477,U8-S4-P2-23,Practice Set 2,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-INTERCEPT,P2-23,Context + Equation,constructed/open response,,
478,U8-S4-P2-24,Practice Set 2,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-MODEL,P2-24,Context,constructed/open response,,
479,U8-S4-P3-01,Practice Set 3,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-SCATTER-MODEL,P3-1,Scatter plot,constructed/open response,,
480,U8-S4-P3-02,Practice Set 3,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-PREDICT,P3-2,Equation + Context,constructed/open response,,
481,U8-S4-P3-03,Practice Set 3,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-DOMAIN,P3-3,Context,constructed/open response,,
482,U8-S4-P3-04,Practice Set 3,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-ASSUMPTION,P3-4,Context,constructed/open response,,
483,U8-S4-P3-05,Practice Set 3,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-RESIDUAL,P3-5,Equation + Data point,constructed/open response,,
484,U8-S4-P3-06,Practice Set 3,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-COMPARE-MODELS,P3-6,Context,constructed/open response,,
485,U8-S4-P3-07,Practice Set 3,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-REVISE,P3-7,Context + Data,constructed/open response,,
486,U8-S4-P3-08,Practice Set 3,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-PARAMETER,P3-8,Equation + Context,constructed/open response,,
487,U8-S4-P3-09,Practice Set 3,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-LINEAR-FIT,P3-9,Table + Equation,constructed/open response,,
488,U8-S4-P3-10,Practice Set 3,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DATA-MODEL,P3-10,Table,constructed/open response,,
489,U8-S4-P3-11,Practice Set 3,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-SCATTER-MODEL,P3-11,Scatter plot,constructed/open response,,
490,U8-S4-P3-12,Practice Set 3,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-PREDICT,P3-12,Equation + Context,constructed/open response,,
491,U8-S4-P3-13,Practice Set 3,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DOMAIN,P3-13,Context,constructed/open response,,
492,U8-S4-P3-14,Practice Set 3,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-ASSUMPTION,P3-14,Context,constructed/open response,,
493,U8-S4-P3-15,Practice Set 3,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-RESIDUAL,P3-15,Equation + Data point,constructed/open response,,
494,U8-S4-P3-16,Practice Set 3,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-COMPARE-MODELS,P3-16,Context,constructed/open response,,
495,U8-S4-P3-17,Practice Set 3,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-REVISE,P3-17,Context + Data,constructed/open response,,
496,U8-S4-P3-18,Practice Set 3,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-PARAMETER,P3-18,Equation + Context,constructed/open response,,
497,U8-S4-P3-19,Practice Set 3,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-MODEL,P3-19,Context + Equation,constructed/open response,,
498,U8-S4-P3-20,Practice Set 3,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-INTERPRET,P3-20,Equation + Context,constructed/open response,,
499,U8-S4-P3-21,Practice Set 3,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-PREDICT,P3-21,Equation + Context,constructed/open response,,
500,U8-S4-P3-22,Practice Set 3,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-VERTEX,P3-22,Context + Equation,constructed/open response,,
501,U8-S4-P3-23,Practice Set 3,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-INTERCEPT,P3-23,Context + Equation,constructed/open response,,
502,U8-S4-P3-24,Practice Set 3,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-MODEL,P3-24,Context,constructed/open response,,
503,U8-S4-PX-01,Extra Practice,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-SCATTER-MODEL,PX-1,Scatter plot,constructed/open response,,
504,U8-S4-PX-02,Extra Practice,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-PREDICT,PX-2,Equation + Context,constructed/open response,,
505,U8-S4-PX-03,Extra Practice,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-DOMAIN,PX-3,Context,constructed/open response,,
506,U8-S4-PX-04,Extra Practice,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-ASSUMPTION,PX-4,Context,constructed/open response,,
507,U8-S4-PX-05,Extra Practice,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-RESIDUAL,PX-5,Equation + Data point,constructed/open response,,
508,U8-S4-PX-06,Extra Practice,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-COMPARE-MODELS,PX-6,Context,constructed/open response,,
509,U8-S4-PX-07,Extra Practice,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-REVISE,PX-7,Context + Data,constructed/open response,,
510,U8-S4-PX-08,Extra Practice,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-PARAMETER,PX-8,Equation + Context,constructed/open response,,
511,U8-S4-PX-09,Extra Practice,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-LINEAR-FIT,PX-9,Table + Equation,constructed/open response,,
512,U8-S4-PX-10,Extra Practice,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DATA-MODEL,PX-10,Table,constructed/open response,,
513,U8-S4-PX-11,Extra Practice,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-SCATTER-MODEL,PX-11,Scatter plot,constructed/open response,,
514,U8-S4-PX-12,Extra Practice,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-PREDICT,PX-12,Equation + Context,constructed/open response,,
515,U8-S4-PX-13,Extra Practice,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-DOMAIN,PX-13,Context,constructed/open response,,
516,U8-S4-PX-14,Extra Practice,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-ASSUMPTION,PX-14,Context,constructed/open response,,
517,U8-S4-PX-15,Extra Practice,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-RESIDUAL,PX-15,Equation + Data point,constructed/open response,,
518,U8-S4-PX-16,Extra Practice,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-COMPARE-MODELS,PX-16,Context,constructed/open response,,
519,U8-S4-PX-17,Extra Practice,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-REVISE,PX-17,Context + Data,constructed/open response,,
520,U8-S4-PX-18,Extra Practice,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-PARAMETER,PX-18,Equation + Context,constructed/open response,,
521,U8-S4-PX-19,Extra Practice,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-MODEL,PX-19,Context + Equation,constructed/open response,,
522,U8-S4-PX-20,Extra Practice,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-INTERPRET,PX-20,Equation + Context,constructed/open response,,
523,U8-S4-PX-21,Extra Practice,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-PREDICT,PX-21,Equation + Context,constructed/open response,,
524,U8-S4-PX-22,Extra Practice,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-VERTEX,PX-22,Context + Equation,constructed/open response,,
525,U8-S4-PX-23,Extra Practice,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-INTERCEPT,PX-23,Context + Equation,constructed/open response,,
526,U8-S4-PX-24,Extra Practice,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-MODEL,PX-24,Context,constructed/open response,,
527,U8-S4-CYU-01,CYU,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-SCATTER-MODEL,CYU-1,Scatter plot,constructed/open response,,
528,U8-S4-CYU-02,CYU,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-PREDICT,CYU-2,Equation + Context,constructed/open response,,
529,U8-S4-CYU-03,CYU,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-DOMAIN,CYU-3,Context,constructed/open response,,
530,U8-S4-CYU-04,CYU,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-ASSUMPTION,CYU-4,Context,constructed/open response,,
531,U8-S4-CYU-05,CYU,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-RESIDUAL,CYU-5,Equation + Data point,constructed/open response,,
532,U8-S4-CYU-06,CYU,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-COMPARE-MODELS,CYU-6,Context,constructed/open response,,
533,U8-S4-WU1-01,Warm-Up 1,8.4,Accurately perform operations with integers while using the Diamond Problem relationship.,Prior/Review,DIAMOND,S4,Diamond,constructed/open response,,
534,U8-S4-WU1-02,Warm-Up 1,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-INTERPRET,WU1-2,Equation + Context,constructed/open response,,
535,U8-S4-WU1-03,Warm-Up 1,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-PREDICT,WU1-3,Equation + Context,constructed/open response,,
536,U8-S4-WU1-04,Warm-Up 1,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-MODEL,WU1-4,Context + Equation,constructed/open response,,
537,U8-S4-WU2-01,Warm-Up 2,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-SCATTER-MODEL,WU2-1,Scatter plot,constructed/open response,,
538,U8-S4-WU2-02,Warm-Up 2,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-PREDICT,WU2-2,Equation + Context,constructed/open response,,
539,U8-S4-WU2-03,Warm-Up 2,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-MODEL,WU2-3,Context + Equation,constructed/open response,,
540,U8-S4-WU2-04,Warm-Up 2,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-INTERCEPT,WU2-4,Context + Equation,constructed/open response,,
541,U8-S4-WU3-01,Warm-Up 3,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-SCATTER-MODEL,WU3-1,Scatter plot,constructed/open response,,
542,U8-S4-WU3-02,Warm-Up 3,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-MODEL,WU3-2,Context + Equation,constructed/open response,,
543,U8-S4-WU3-03,Warm-Up 3,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-INTERCEPT,WU3-3,Context + Equation,constructed/open response,,
544,U8-S4-WU3-04,Warm-Up 3,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery Retrieval,S4-MAS-QUAD-MODEL,WU3-4,Context,constructed/open response,,
545,U8-S4-ETA-01,Exit Ticket A,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-SCATTER-MODEL,ETA-1,Scatter plot + Equation + Context,constructed/open response,,
546,U8-S4-ETA-02,Exit Ticket A,8.4,I can extend a model to make predictions within a reasonable domain.,Intro,S4-PREDICT,ETA-2,Equation + Context,constructed/open response,,
547,U8-S4-ETA-03,Exit Ticket A,8.4,"I can critique how well a model fits data, constraints, and the situation being studied.",Intro,S4-DOMAIN,ETA-3,Context,constructed/open response,,
548,U8-S4-ETA-04,Exit Ticket A,8.4,I can formulate a mathematical model from real-world data and state the assumptions used.,Intro,S4-ASSUMPTION,ETA-4,Context + Table + Equation,constructed/open response,,
549,U8-S4-ETB-01,Exit Ticket B,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-PREDICT,ETB-1,Equation + Context,constructed/open response,,
550,U8-S4-ETB-02,Exit Ticket B,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-MODEL,ETB-2,Context + Equation,constructed/open response,,
551,U8-S4-ETB-03,Exit Ticket B,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-INTERPRET,ETB-3,Equation + Context,constructed/open response,,
552,U8-S4-ETB-04,Exit Ticket B,8.4,Create and analyze exponential models using real-world data.,Review,S4-REV-EXP-PREDICT,ETB-4,Equation + Context,constructed/open response,,
553,U8-S4-ETC-01,Exit Ticket C,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery/Portfolio,S4-MAS-QUAD-VERTEX,ETC-1,Context + Equation,constructed/open response,,U8-MG05
554,U8-S4-ETC-02,Exit Ticket C,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery/Portfolio,S4-MAS-QUAD-INTERCEPT,ETC-2,Context + Equation,constructed/open response,,U8-MG05
555,U8-S4-ETC-03,Exit Ticket C,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery/Portfolio,S4-MAS-QUAD-MODEL,ETC-3,Context,constructed/open response,,U8-MG05
556,U8-S4-ETC-04,Exit Ticket C,8.4,"Use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",Mastery/Portfolio,S4-MAS-QUAD-VERTEX,ETC-4,Context + Equation,constructed/open response,,U8-MG05
557,U8-S5-WTC-001,WTC,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-WTC-SYNTHESIS,WTC,Graph + Strategy,constructed/open response,,
558,U8-S5-EX-01,Notes Example,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CHOOSE-REP,EX1,Concept,constructed/open response,,
559,U8-S5-YTI-01,Notes YTI,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CHOOSE-REP,YTI1,Concept,constructed/open response,,
560,U8-S5-EX-02,Notes Example,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CONNECT-TABLE-EQ,EX2,Table + Equation,constructed/open response,,
561,U8-S5-YTI-02,Notes YTI,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CONNECT-TABLE-EQ,YTI2,Table + Equation,constructed/open response,,
562,U8-S5-EX-03,Notes Example,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-COMPETE-MODELS,EX3,Context,constructed/open response,,
563,U8-S5-YTI-03,Notes YTI,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-COMPETE-MODELS,YTI3,Context,constructed/open response,,
564,U8-S5-EX-04,Notes Example,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONFLICT,EX4,Multiple representations,constructed/open response,,
565,U8-S5-YTI-04,Notes YTI,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONFLICT,YTI4,Multiple representations,constructed/open response,,
566,U8-S5-EX-05,Notes Example,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CAPSTONE-FIT,EX5,Equation + Table data + Context,constructed/open response,,
567,U8-S5-YTI-05,Notes YTI,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CAPSTONE-FIT,YTI5,Equation + Table data + Context,constructed/open response,,
568,U8-S5-EX-06,Notes Example,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-STRATEGY,EX6,Concept,constructed/open response,,
569,U8-S5-YTI-06,Notes YTI,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-STRATEGY,YTI6,Concept,constructed/open response,,
570,U8-S5-P1-01,Practice Set 1,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONNECT-TABLE-EQ,P1-1,Table + Equation,constructed/open response,,
571,U8-S5-P1-02,Practice Set 1,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-COMPETE-MODELS,P1-2,Context,constructed/open response,,
572,U8-S5-P1-03,Practice Set 1,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-CONFLICT,P1-3,Multiple representations,constructed/open response,,
573,U8-S5-P1-04,Practice Set 1,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CAPSTONE-FIT,P1-4,Equation + Table data + Context,constructed/open response,,
574,U8-S5-P1-05,Practice Set 1,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-STRATEGY,P1-5,Concept,constructed/open response,,
575,U8-S5-P1-06,Practice Set 1,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-TRANSLATE,P1-6,Equation + Table,constructed/open response,,
576,U8-S5-P1-07,Practice Set 1,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-MODEL-PREDICT,P1-7,Context + Equation,constructed/open response,,
577,U8-S5-P1-08,Practice Set 1,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-EVIDENCE-ORGANIZER,P1-8,Multiple representations,constructed/open response,,
578,U8-S5-P1-09,Practice Set 1,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-GRAPH-SYNTHESIS,P1-9,Graph,constructed/open response,,
579,U8-S5-P1-10,Practice Set 1,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CHOOSE-REP,P1-10,Concept,constructed/open response,,
580,U8-S5-P1-11,Practice Set 1,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CONNECT-TABLE-EQ,P1-11,Table + Equation,constructed/open response,,
581,U8-S5-P1-12,Practice Set 1,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-COMPETE-MODELS,P1-12,Context,constructed/open response,,
582,U8-S5-P1-13,Practice Set 1,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONFLICT,P1-13,Multiple representations,constructed/open response,,
583,U8-S5-P1-14,Practice Set 1,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CAPSTONE-FIT,P1-14,Equation + Table data + Context,constructed/open response,,
584,U8-S5-P1-15,Practice Set 1,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-STRATEGY,P1-15,Concept,constructed/open response,,
585,U8-S5-P1-16,Practice Set 1,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-TRANSLATE,P1-16,Equation + Table,constructed/open response,,
586,U8-S5-P1-17,Practice Set 1,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-MODEL-PREDICT,P1-17,Context + Equation,constructed/open response,,
587,U8-S5-P1-18,Practice Set 1,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-EVIDENCE-ORGANIZER,P1-18,Multiple representations,constructed/open response,,
588,U8-S5-P1-19,Practice Set 1,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-TABLE,P1-19,Table + Equation,constructed/open response,,
589,U8-S5-P1-20,Practice Set 1,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-CONTEXT,P1-20,Context + Equation,constructed/open response,,
590,U8-S5-P1-21,Practice Set 1,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-GRAPH,P1-21,Graph + Equation,constructed/open response,,
591,U8-S5-P1-22,Practice Set 1,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-QF,P1-22,Equation,constructed/open response,,
592,U8-S5-P1-23,Practice Set 1,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-QF-CONTEXT,P1-23,Context + Equation,constructed/open response,,
593,U8-S5-P1-24,Practice Set 1,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-DISCRIM,P1-24,Equation,constructed/open response,,
594,U8-S5-P2-01,Practice Set 2,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONNECT-TABLE-EQ,P2-1,Table + Equation,constructed/open response,,
595,U8-S5-P2-02,Practice Set 2,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-COMPETE-MODELS,P2-2,Context,constructed/open response,,
596,U8-S5-P2-03,Practice Set 2,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-CONFLICT,P2-3,Multiple representations,constructed/open response,,
597,U8-S5-P2-04,Practice Set 2,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CAPSTONE-FIT,P2-4,Equation + Table data + Context,constructed/open response,,
598,U8-S5-P2-05,Practice Set 2,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-STRATEGY,P2-5,Concept,constructed/open response,,
599,U8-S5-P2-06,Practice Set 2,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-TRANSLATE,P2-6,Equation + Table,constructed/open response,,
600,U8-S5-P2-07,Practice Set 2,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-MODEL-PREDICT,P2-7,Context + Equation,constructed/open response,,
601,U8-S5-P2-08,Practice Set 2,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-EVIDENCE-ORGANIZER,P2-8,Multiple representations,constructed/open response,,
602,U8-S5-P2-09,Practice Set 2,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-GRAPH-SYNTHESIS,P2-9,Graph,constructed/open response,,
603,U8-S5-P2-10,Practice Set 2,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CHOOSE-REP,P2-10,Concept,constructed/open response,,
604,U8-S5-P2-11,Practice Set 2,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CONNECT-TABLE-EQ,P2-11,Table + Equation,constructed/open response,,
605,U8-S5-P2-12,Practice Set 2,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-COMPETE-MODELS,P2-12,Context,constructed/open response,,
606,U8-S5-P2-13,Practice Set 2,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONFLICT,P2-13,Multiple representations,constructed/open response,,
607,U8-S5-P2-14,Practice Set 2,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CAPSTONE-FIT,P2-14,Equation + Table data + Context,constructed/open response,,
608,U8-S5-P2-15,Practice Set 2,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-STRATEGY,P2-15,Concept,constructed/open response,,
